0.46922946	-0.068484746	0.23428386	-0.4017494	0.033130895	-0.2480213	0.58687025	-0.058267232	-0.46513122	0.36864457	0.277044	0.30461976	-0.10630111	-0.4169411	0.4704505
0.50891495	-0.13059236	-0.04090284	-0.5800214	-0.306351	-0.41829467	0.33876115	-0.121417895	-0.15884092	0.30693105	-0.14092875	0.49758875	-0.10480077	-0.48862967	0.5210036
-0.5778096	-0.31440678	-0.2572557	0.49506253	0.3290471	0.45312235	-0.17824957	0.42601666	0.37637615	-0.20783801	0.059581034	-0.36286342	0.7808194	0.39749885	-0.5891609
0.7430908	-0.4103954	0.13278228	-0.6975017	-0.07085496	-0.4010849	0.52125746	-0.07026663	-0.11172028	0.4212044	0.26425642	0.49312893	-0.4037143	-0.54564804	0.68137085
0.06626596	0.01364902	-0.05530789	-0.11511396	0.0514579	-0.14431717	0.29371095	0.072791755	-0.34903765	0.035728052	0.027521253	0.061198376	-0.14546037	-0.11868129	0.06301903
0.32249394	-0.20522566	-0.2181342	-0.05913621	-0.3244852	-0.14057387	0.39184555	0.18851312	0.055876363	0.18791802	-0.3855419	0.20560624	0.058368385	-0.34488764	0.36918056
0.3440171	0.34986496	0.16102548	-0.3369615	0.04568402	-0.17407103	0.24017833	-0.108069524	0.0767102	-0.12749246	-0.10372101	-0.024592469	0.029404553	-0.030440789	0.49631658
0.022163492	-0.0027436176	-0.21910529	-0.108331375	-0.20311706	0.009647655	0.12913588	0.25877953	-0.50406927	0.12637894	-0.4032042	0.16866271	-0.22195765	-0.3729457	0.038283605
-0.26328948	-0.34627768	-0.5569361	0.27936327	0.05753581	0.28240445	0.15668602	0.18503729	0.096548475	0.03278497	0.059163906	-0.24065809	0.3144987	0.032522	-0.31193614
0.5557619	0.29629228	0.049982667	-0.5147837	0.036677603	-0.37566432	0.26734883	-0.3658495	-0.12631702	0.13225241	0.012115649	0.1788669	-0.25644135	-0.35267505	0.43524623
0.36485392	-0.16486873	-0.29488587	-0.19983546	-0.36739698	-0.18173766	0.30479655	-0.045946307	-0.21234864	0.19905458	-0.09353482	0.0027837183	-0.2943126	-0.37994757	0.33527958
-0.018762767	0.11520369	0.028639803	0.020194517	-0.08048816	0.023175338	0.08360414	-0.16096015	-0.084625654	0.08678468	-0.21957026	0.06827118	-0.13005735	0.05550809	-0.058696438
0.29150802	-0.09489823	0.073298566	-0.20364717	-0.10911608	-0.035684824	0.28422087	0.18324105	0.083037995	0.19804737	-0.21851468	0.11129797	-0.10996581	-0.32092223	0.30286944
-0.07519811	0.027528048	0.10373145	-0.09081093	-0.010707294	-0.08534907	0.1554214	0.22284189	-0.3608204	0.24618588	-0.055849463	-0.0018267629	-0.06689848	0.015336394	-0.075471364
0.4285047	-0.14895836	-0.0801433	-0.31844288	-0.077941194	-0.10713183	0.14044338	-0.18969038	-0.013194442	0.12352871	-0.020828202	0.3457733	-0.21943772	-0.3335877	0.47618583
0.20539896	0.26112837	0.03775541	-0.2220813	0.06072621	-0.23716903	0.29075155	-0.06376158	-0.0058049983	0.09269759	0.09104396	0.12790525	-0.28901178	-0.1175097	0.28819895
0.2663495	-0.27943322	-0.53210676	-0.18733239	0.13522162	-0.2507922	0.44008237	0.016497592	0.46124455	0.16121389	0.019674303	0.5172293	-0.13909285	-0.29975	0.041333105
0.51436347	-0.112065576	0.0076117683	-0.5284657	-0.26592284	-0.43208075	0.31938392	-0.45946288	-0.17109488	0.1776496	-0.18288483	0.21919131	-0.17058772	-0.52483124	0.4887502
0.47552398	0.11206282	0.3612452	-0.2784592	-0.032278262	-0.09537235	0.011794035	-0.5113208	-0.00766502	0.26329967	0.27925003	0.040884208	-0.42093107	-0.29984385	0.37871566
0.06821427	-0.038651295	-0.4682631	0.07452148	-0.07046164	0.1123297	-0.10112028	0.18088213	-0.006497638	-0.27501014	-0.1673098	0.36158773	0.15329805	-0.011106582	-0.09495
0.38413998	-0.07433894	0.044603385	-0.21915995	-0.30609107	-0.31353655	0.3558753	-0.30734602	-0.19942588	0.33515742	0.033471026	0.3456777	-0.34269208	-0.4629717	0.3220091
-0.03771989	0.24536785	-0.070833854	-0.054843545	-0.16630808	-0.11943081	-0.14066078	-0.042360235	0.013612411	-0.11972272	-0.093822725	0.008067092	-0.0985945	-0.070564516	-0.13953823
0.18950845	-0.22918253	-0.014217533	-0.27609178	-0.3519145	-0.39045516	0.35936075	-0.14742078	-0.41578022	0.18845648	-0.18428636	0.5574467	-0.27887377	-0.46894678	0.116828814
0.39213556	-0.043141294	-0.026230672	-0.53453183	-0.24041174	-0.5524465	0.44120488	-0.37255642	-0.13799535	0.116818696	-0.025298996	0.6064844	-0.19282097	-0.6021274	0.42800224
0.49200594	-0.08342021	-0.0026189473	-0.42049396	-0.39829138	-0.5865264	0.4010295	-0.2715476	-0.010348674	0.4167511	0.036201853	0.53539556	-0.40793866	-0.5566936	0.4609399
-0.09089817	-0.4898143	-0.5564167	0.20314176	0.14646731	0.224002	0.14034642	0.28757614	0.1467194	-0.014629903	0.26125622	-0.017007902	0.35689506	0.17367795	-0.15642679
